# ---------------------------------------------------------------------------
# 
# This file contains the Human Interactome used in:
# 
# Uncovering Disease-Disease Relationships Through The Human Interactome
#
# by Joerg Menche, Amitabh Sharma, Maksim Kitsak, Susan Dina
#    Ghiassian, Marc Vidal, Joseph Loscalzo & Albert-Laszlo Barabasi
#
#
# FILE FORMAT: 3 tab-separated columns, 3rd column contains
# semicolon-separated sub-entries
#
# Each line in the table correponds to one interaction
# Columns 1 & 2 give the gene IDs of the two interacting proteins. 
# Column 3 gives the type of the interation, compare with SOM Section 1.1.1:
# (i)   regulatory
# (ii)  binary
# (iii) literature
# (iv)  metabolic
# (v)   complexes
# (vi)  kinase
# (vii) signaling
#
# ---------------------------------------------------------------------------
# gene_ID_1	 gene_ID_2	data_source(s)
140597	9338	literature
11140	257397	literature
5704	5717	complexes;literature
54490	6715	metabolic
3170	5627	regulatory
10436	6201	literature
5479	6449	binary
151648	5525	binary;literature
6625	9879	complexes
2274	7988	binary;literature
1856	8322	literature;signaling
10713	1655	complexes
55646	55720	literature
1179	2885	literature
4736	51065	literature
3417	3419	metabolic
3695	5580	literature;signaling
202559	64782	binary
11269	23039	binary;literature
26233	6500	literature
1285	3690	complexes
119	5579	kinase
1020	1020	literature
6601	7251	binary;literature
1457	7448	literature;signaling;kinase
10059	51024	literature
10165	6745	literature
1642	1643	complexes;literature
196513	7375	literature
4149	9092	literature
10971	2268	literature;signaling
5568	6476	kinase
2280	2280	literature
4688	5879	binary;literature;signaling
54622	6133	binary;literature
1020	351	literature;signaling
64968	79590	complexes
4140	7532	literature;signaling
163050	373	binary
6152	8487	literature
51003	55090	complexes;literature;signaling
839	839	binary;literature
192669	7846	literature
23394	5335	binary;literature
79025	978	binary
466	7042	regulatory
10285	5496	complexes
10325	64121	literature
56895	5966	binary
2058	51520	complexes
1434	3840	literature
3797	988	binary;literature
3185	8880	literature
29127	79801	complexes
3799	9641	literature
3191	6157	literature
1487	2004	literature;signaling
328	7157	literature;signaling
6176	7417	literature
4188	51298	binary;literature;signaling
11066	8600	signaling
5333	801	literature;signaling
2885	3609	literature
10078	7185	binary
3106	7170	literature
6386	9051	binary
2690	6776	literature;signaling
2971	9330	complexes
5528	8500	binary;literature;signaling
5600	9362	signaling
7358	983	kinase
8443	84464	literature
11338	55696	complexes
4691	9775	literature
5155	7057	literature;signaling
10526	79084	literature
22941	8874	literature;signaling
5594	596	literature;signaling;kinase
6175	6204	complexes;literature
23759	84321	complexes
25962	7534	literature
2885	3983	literature
1572	4047	metabolic
5871	6416	literature
6147	81027	complexes
10963	4831	literature
159989	90410	binary
63875	85302	complexes
57514	7046	signaling
373156	55081	binary;literature
26354	8241	literature
2597	387082	literature;signaling
5708	6144	literature
26292	5250	literature
1642	54541	literature
22827	6738	literature
54881	6184	literature
2	6462	literature;signaling
1659	5356	complexes
57461	8559	complexes
4868	8826	literature
80279	8815	literature
3320	5241	literature
238	3875	literature
51021	79590	complexes
5111	6207	literature
2192	8076	literature
6152	9775	literature
122704	51253	complexes
4869	7189	literature
4541	4711	complexes
2810	3875	signaling
166	861	literature
26168	6202	literature
403	5147	binary;literature;signaling
219	84532	metabolic
23291	8945	complexes;literature;signaling
23451	6144	literature
51690	57819	complexes;literature;signaling;binary
5336	5364	literature
5581	6199	kinase
23524	24144	complexes
11184	6850	literature;signaling;kinase
25	3689	literature
6993	8448	literature
3646	6204	literature
53615	6878	complexes
2023	3320	literature
2063	2063	literature
51340	6629	complexes
11338	6310	binary;literature;signaling
1024	9477	complexes;literature
3295	7001	metabolic
4137	5516	literature;signaling
51253	64432	complexes
80318	9513	binary;literature;signaling
55052	64976	complexes
5300	7185	binary
128308	740	complexes
1026	6418	literature;signaling
154	2769	literature;signaling
6125	6141	complexes;literature
23612	8655	literature
339965	6120	binary
10869	6510	literature
3054	90326	literature
10818	5590	literature;signaling
23603	4215	literature
1528	54205	literature
3925	54984	literature
5702	5711	complexes;literature
25	5925	literature;signaling;kinase
54507	81629	binary
128872	92421	binary
64421	672	literature;signaling
5013	6599	binary
27316	27339	complexes
22866	5998	literature;signaling
23107	51650	complexes
10018	5594	kinase
2189	56478	binary
22938	51639	complexes
26121	7919	complexes
1958	7048	regulatory
6431	7919	complexes
10636	7186	binary;literature;signaling
333	6303	binary;literature;signaling
10526	478	literature
26121	84321	complexes
6727	9045	complexes
1315	372	literature
5893	6117	literature;signaling
6130	81027	complexes
3692	7416	literature
1213	2580	literature
79019	80152	complexes
10989	84844	literature
26354	497661	complexes
1839	960	literature;signaling
124583	124583	literature
57474	90933	binary
6138	9782	literature
10969	4670	complexes
10193	3093	binary;literature
11193	7454	literature
3500	5170	literature
388324	51142	binary
1017	120	kinase
3083	4233	literature
1588	438	metabolic
29126	5133	literature
57639	9810	binary
4842	624	literature;signaling
1741	22839	literature;signaling
3667	6300	kinase
7428	7879	literature
23197	7337	literature
1025	871	literature;signaling
5837	8560	literature
11140	9641	literature;signaling
7189	805	literature
1545	54576	metabolic
23521	6136	complexes;literature
3032	549	metabolic
23263	3191	literature
4208	9884	literature
22807	91694	binary
23107	64960	complexes;literature
10480	6201	literature
64949	85302	complexes
5356	988	complexes;literature;signaling
6950	83858	literature
3265	8036	literature
55090	892	complexes
2534	9784	binary;literature
10528	409	literature
30835	3384	literature
5931	6886	literature
256933	2831	literature
1654	7414	signaling
140890	1457	signaling
7919	9410	complexes
1655	3326	literature
23759	5356	complexes
10992	9045	literature
51019	54535	binary
51021	9349	literature
23451	6193	literature
4005	5152	binary
50628	6814	literature;signaling
5265	5644	literature
4157	5594	kinase
6205	7150	complexes
3191	3191	literature
1739	3736	literature;signaling
6170	9349	complexes
3801	84619	binary
6133	6208	complexes;literature
1147	6207	literature
5873	7704	binary;literature;signaling
25843	55183	binary;literature
55090	7316	literature
148932	6999	binary
23759	51729	complexes
65003	740	complexes
10988	213	literature
26823	55954	literature
10818	3791	literature;signaling
3932	4851	complexes;literature;signaling
1400	55755	binary;literature;signaling
3718	916	literature
57658	64786	binary
3561	6461	literature;signaling
353145	54507	binary
5764	8614	binary;literature;signaling
5441	9462	literature
5170	5604	kinase
57088	84970	binary
4627	7534	literature
2200	2201	literature;signaling
2885	8502	literature
4999	84515	complexes;literature
4665	80125	binary
6157	6187	complexes;literature
27097	56970	literature
2534	56955	binary;literature
5303	9240	binary
10935	3551	literature
8294	8355	literature
2962	405	literature
6139	6188	literature
57129	64963	complexes
23450	6638	literature
324	84085	literature
4236	57461	complexes
4261	5595	literature;kinase
3192	79084	literature
2893	87	literature;signaling
3265	3956	literature;signaling
51631	6201	complexes
84942	8764	signaling
3276	694	literature;signaling
10273	7314	literature;signaling
2040	2040	literature
3308	5866	binary
1869	472	literature;signaling;kinase
7533	9181	literature
4131	83593	literature
6613	6672	literature;signaling
5300	5894	literature;signaling
286480	6477	literature
4536	51103	complexes
6670	8061	regulatory
11216	5576	literature;signaling
57510	9972	literature
29105	51362	complexes
11165	6176	binary;literature;signaling
10856	6135	literature
1026	7846	signaling
4712	4728	complexes
10266	10268	literature
5567	6886	kinase
10951	84787	literature
10419	8357	literature
10521	29105	complexes
5511	9869	binary;literature;signaling
1535	5879	literature;signaling
3860	9702	binary
2	3014	signaling
286	6708	literature
54464	7538	literature;signaling
51003	84878	binary;literature;signaling
1326	6416	literature;signaling
4171	4174	complexes;literature;signaling;binary
59349	6016	literature
339302	6844	complexes
113189	56548	metabolic
10801	23176	complexes
1644	3176	metabolic
3312	4691	literature
3326	7534	literature
2037	4926	literature;signaling
3930	3930	literature
1004	1007	literature
55588	9443	complexes;literature
27316	9343	complexes
7593	7593	literature
387032	387032	binary
4842	815	literature;signaling;kinase
10127	30008	binary;literature;signaling
488	7124	literature
5587	56848	kinase
140032	6152	complexes
7572	8237	literature
2193	51225	binary
22938	56159	binary
1794	85291	binary
5887	9861	literature
10458	55740	literature;signaling
6124	9513	literature
4602	6672	literature
1983	8894	literature
11100	3275	literature;signaling
5929	6883	complexes
3455	3456	complexes;literature
4087	481	literature
1385	3630	regulatory
1717	3326	literature
3014	4736	literature
1915	4193	literature
1857	6204	signaling
196883	8622	metabolic
5879	5923	literature;signaling
2099	4616	literature;signaling
6599	8189	complexes
29984	7046	literature;signaling
2483	6627	complexes
4738	7322	literature
4795	56945	literature
10612	81	literature;signaling
5170	5204	signaling
162427	26228	binary
10114	1616	literature;signaling
10236	1655	complexes
4705	4717	complexes
23405	8607	literature
2810	324	literature
10287	5583	kinase
11338	6181	complexes
1956	2242	binary;literature
5976	81887	literature
54819	6477	binary
10241	10241	binary;literature
302	6223	literature
144715	5810	literature
10401	7329	literature
1153	84321	complexes
390535	83878	binary
57325	80321	binary
4163	5966	literature
56998	6119	literature
2113	51742	literature
1838	221504	binary
3399	3400	literature;signaling
3692	51018	literature
4897	6900	literature;signaling
57819	8175	complexes
9368	9498	literature;signaling
5413	6810	literature;signaling
5045	81618	literature;signaling
2986	5158	metabolic
4539	4695	complexes
22985	8220	complexes
10240	64976	complexes
11165	64284	binary;literature;signaling
5217	7013	binary;literature;signaling
831	8500	literature;signaling
6143	9733	literature
4036	7094	literature
1153	51747	complexes
23005	6477	binary
5603	7157	kinase
301	5583	kinase
51503	51593	complexes
125115	140807	binary
6429	8220	complexes
171425	2806	metabolic
23450	9785	complexes
2810	8626	regulatory
2212	6464	literature;signaling
11157	51690	complexes;literature;signaling;binary
2975	6207	literature
6205	7533	literature
56949	58509	complexes
29093	92259	complexes
114294	122704	complexes
4172	5518	literature
2890	817	kinase
10062	87	signaling
1821	57716	literature
5599	6464	kinase
6430	79002	complexes
58509	9589	complexes
2534	81875	binary;literature
4683	571	complexes
29110	498	literature
2885	8352	literature
4841	4869	complexes
29969	29969	literature
554313	9759	literature
2268	3815	kinase
51138	7157	complexes;literature;signaling
1796	3643	literature;signaling;kinase
394	5921	literature;signaling
2321	5228	binary;literature
11156	27175	literature
4831	5718	literature
3561	3565	complexes;literature;signaling;binary
1280	1958	regulatory
51421	79571	binary;literature;signaling
28996	861	binary;literature;kinase
4343	9939	complexes
1915	4343	literature
326	6628	literature
11331	22907	literature
373156	55027	literature
292	6128	complexes;literature
3164	5267	signaling
1019	1460	kinase
2885	5930	literature
196403	3093	binary;literature
1394	805	literature
3055	9734	signaling
6201	6205	complexes;literature
8648	9325	literature;signaling
23239	64783	literature
11231	3106	literature
10629	6884	complexes
10516	10516	literature
51562	9513	binary;literature;signaling
5159	5290	literature;signaling
222894	6449	binary
23231	4157	binary
56654	56654	literature
64396	8553	binary
10664	3836	literature
10951	8358	literature
55971	7532	literature
10573	11222	complexes
4040	7471	literature;signaling
1911	6477	binary
196472	54971	binary
10419	9349	literature
3014	9013	signaling
10980	4738	literature
3860	390535	binary
23499	5601	literature
6208	6223	complexes
2887	5594	literature;signaling;kinase
1469	6449	binary
708	708	literature
57594	6386	binary
150483	51164	binary
6191	6218	complexes
3324	63922	literature
4690	6655	binary;literature
29117	57562	binary;literature;signaling
1019	51035	literature
6885	7316	literature
373156	9330	literature
23020	8449	complexes
23199	3066	complexes;literature
4343	55696	complexes
5591	7534	literature
6222	6233	complexes
2904	5579	literature;signaling;kinase
10293	2885	binary;literature
9400	9401	literature
51808	8600	signaling
53369	633	literature
25949	4686	complexes
5042	57418	literature
6432	6632	complexes
84970	93487	binary;literature
1027	7249	literature;signaling
5496	7919	complexes
11165	5349	signaling
358	386682	binary
580	84142	complexes
114088	84807	binary
5800	7534	signaling
24140	5338	literature
122704	79590	complexes
57461	9879	complexes
51069	51649	complexes
163	701	literature
6144	8349	literature
326	4436	literature
5976	6139	literature
171483	23580	binary
6711	823	literature
3500	7276	literature
5579	960	kinase
6138	6232	complexes
4179	975	literature
4356	90933	binary;literature;signaling
6235	7307	complexes
6612	7533	literature
23451	9984	complexes
7050	8576	literature
25	8529	binary;literature
10992	6188	literature
3676	8174	literature;signaling
114609	695	literature;signaling;kinase
23521	4736	complexes;literature
732272	841	binary
11043	170954	binary
22827	7431	binary;literature;signaling
25962	9129	complexes
25942	4335	literature;signaling
635	635	binary;literature
170392	4223	binary
196441	202559	binary
3493	3861	literature
124995	51069	complexes
9051	914	binary;literature;signaling
6477	84056	binary
50628	6128	literature
10975	124637	metabolic
11117	3904	binary
1659	6628	complexes
8514	8514	binary
51729	55696	complexes
11338	6137	complexes
7568	9001	binary;literature;signaling
1540	6885	literature
164592	24144	binary
29950	91612	literature
1495	4609	literature
22808	5364	literature
3189	6191	binary;literature
6647	9167	metabolic
10573	6183	complexes
439	5201	signaling
2534	8482	binary;literature
132660	567	literature
1234	4627	literature
1213	23236	literature
4801	4802	binary;literature;signaling
8312	8440	literature;signaling
4175	4300	binary;literature;signaling
7126	9852	binary
10629	51616	binary;complexes
10051	56950	literature
2057	3635	literature;signaling
117178	9113	binary
5925	839	literature;signaling
23521	79084	literature
27185	728556	binary
25873	6188	complexes
5058	57498	literature
1457	3667	literature;signaling;kinase
164	8943	literature
1659	84292	complexes
2353	4088	complexes;literature;signaling
11282	4247	metabolic
257397	6885	literature
55007	55007	binary
53335	604	literature
26986	6147	literature
10642	6155	complexes;literature
1144	2885	literature;signaling
167838	8115	binary
30827	80335	literature
2149	3685	literature;signaling
54763	9465	binary
10284	4905	literature
6599	7184	literature
604	64761	literature
1385	9400	binary;literature;signaling
116541	64983	complexes
5501	7534	literature;signaling
57634	9643	complexes;literature
117143	23450	complexes
23345	6135	literature
10643	84811	complexes
2878	847	metabolic
